Sample	Angiogenesis	Endothelium	CAF	Matrix	Matrix_remodeling	Protumor_cytokines	Neutrophil_signature	Granulocyte_traffic	Macrophages	Macrophage_DC_traffic	MDSC_traffic	MDSC	Th2_signature	T_reg_traffic	Treg	M1_signatures	MHCII	Antitumor_cytokines	Coactivation_molecules	B_cells	NK_cells	Checkpoint_inhibition	Effector_cells	T_cells	Th1_signature	T_cell_traffic	MHCI	EMT_signature	Proliferation_rate
MM909_25	0.635732123910352	0.6331502760914682	1.3205159930118064	0.7449515712314212	1.5244390726926738	0.5153848558901265	0.3527797452793879	-0.27511013868146295	0.7045870601731811	0.08970711673033355	0.4772073118640017	0.0	-0.327339053648868	-1.6053213462127838	-0.8533188632590206	0.05064940699237784	0.0	-0.2804320855133565	0.0	-0.2841360364203145	-0.2638402524118765	-0.3779321217024967	-0.847022674497034	-0.2292601778759476	0.0	0.0	0.09418453887623066	-0.6105412771554429	0.13448101262264256
MM909_26	-0.7677379440420116	0.25888538670212957	1.3351449953832981	1.2956359121409522	0.5748730658919429	-0.1371827202263732	0.2827525563558768	1.6202946698145844	0.4296980430880725	0.9248979139350569	0.0043240956940592615	0.5565011892972878	-0.2526080422367341	0.25413188884870613	0.2913125440515309	0.4545506160201736	0.24396206709064758	0.2745366776287417	0.23388884776687532	1.4910129973822868	0.5278004864062619	0.6475076644033481	0.5534771056096963	0.49955200966498875	0.4819834169347801	0.7069851281490307	1.2786129365201089	-0.3148900782285067	0.10209263068833467
MM909_27	-0.7272654054917631	-1.2227294583774417	-0.8203448661591355	-1.6636428012313988	-0.12164285443659811	-1.9566329805225868	-0.9138568599604798	-0.7765559947407963	-2.506221509205822	-2.7675086788931167	-2.591417781966473	-2.0617081355862217	-1.6273752801891919	-0.7324829836544554	-2.328781951184935	-2.1285333330138934	-3.9126278061813187	-2.9619327838699396	-2.246656172877912	-0.8774034054452597	-1.503641930682596	-2.2793015459682366	-2.4300229177395547	-1.8744135106140565	-1.8346303339152608	-2.850317206110681	-2.423531834126961	1.2519193802345285	0.7088855505807694
MM909_29	2.1464538181467967	2.536474098085822	-0.4323988252087139	-0.3977313572272758	-0.5663400901638364	-0.2118466508802676	2.044694973587723	1.7908463176033664	0.0	1.06509224150659	1.2229249672817302	1.2697573859468034	2.031849047916794	0.535959192097679	1.127717617323956	2.3464816024339625	0.537297039397699	0.7145972300967841	2.1412718573423226	3.9646323265888936	2.6811012212895746	1.581034963166472	1.610588903201443	2.519940409884667	2.740422826824853	1.1512249943711248	1.6265622046450465	-0.5404070117854564	-0.845631087566709
MM909_31	-1.9024336958566037	-1.5848077506496783	-0.4004081272968321	-0.6697338360186562	-1.6891947635344386	-0.2840348037913568	-1.0982547677625043	-1.2691845097488959	0.0032047460094540357	0.0	-0.0009189347385567938	-0.60409836996048	-0.31371665276081157	-1.6980242409262634	-1.028192152422185	-0.087267718469751	0.23287673380631854	0.05870246990199599	-0.3214476326258758	0.3247409482374705	-0.5864875408757547	-0.4636964353532925	-0.6326471387470399	-0.25048647062453694	-0.24475884730667236	0.08370009581028401	-0.5905221049376831	-1.0611524573883626	-0.274459964889464
MM909_34	-1.847250019500481	-1.2116331651980536	-1.4929033658827613	-0.9337486476071543	-1.5288375186764922	0.38335577680579286	-0.3801604173880485	-0.49173627824245403	0.7035083784583137	0.6657775844059416	0.06840587970798083	0.6904167944908688	1.341061770271352	0.6593151669707042	-0.144763178356279	0.47028909055661916	0.15943144623312802	0.7902311859677398	-0.004807455038112368	0.25996068294225866	0.8346477078869882	0.3429412366254082	0.3230872167558639	0.0	0.1371579532153052	0.2742092965073779	-0.17990881373229597	-1.2848478254793294	0.9968675781365002
MM909_35	1.3613850433669668	0.6362489852440486	1.2794922118142766	0.6717555625036887	1.8660513197666995	0.23015474017366905	0.13668742802209452	-0.4847239975917983	-0.7934667300270097	-0.7876327627333524	-0.846524725160907	-0.8536516784781493	-1.0228567624577267	-0.024348577002974957	-1.1452900224145715	-0.4651933088913492	-1.1843264993736893	-1.2704190951432528	-1.2411362756159494	-0.9307800856177303	-1.5140093755135267	-1.185426713907533	-1.7790894076125972	-1.3228667948607655	-1.9529362274120619	-0.6395240654543746	-0.3049180609734451	0.9662072996666519	0.6233292519720907
MM909_36	-0.03687855071520558	-0.22288401809771252	1.3393401928817474	1.4973616320384513	1.3959651219100058	1.3769339680432182	0.676702511914176	1.4374574279235288	1.1800698573085935	1.3984779766005346	0.8494894698977338	0.688670503410034	2.395353505417633	0.6450693934847629	1.2353293544034183	1.8450232305070675	0.3938703670727544	1.0855069688745276	0.9159665867921449	0.3098214036240399	0.9517620050024491	0.815138263513703	0.8234127618841246	1.1474556430068088	0.6825582211941592	0.6586704559171244	0.37077212024995304	0.5910375782339006	0.1640121858720546
MM909_37	0.6854608405342967	1.027100229043081	1.743563624117729	1.3834168333162837	1.7642507451184972	1.0113294048416401	2.4462662784180527	1.1022549077366535	1.179764655183266	1.5480749576212542	1.0490644658518258	1.0346217086746072	0.30738326683579625	-0.8905593484131349	1.0017941328033872	1.3345848188077951	0.40882647005647776	1.2303732747296618	1.0454705489803306	0.8707128816191867	2.026836614757557	1.7204236033790468	1.6350836728380342	1.1595491649358372	1.8872347699985246	1.1543478430160796	0.9397572273109976	-0.1622788912367312	0.5532651019848921
MM909_40	-0.12287459213957233	-0.726283787793716	1.4271305685364752	0.3462231214289463	-0.23047661619217433	1.059899912934895	-1.0934245152458562	0.4966075552236409	0.6921551871443166	-0.03657722173377237	0.37497648882490575	0.7196017808227395	0.13601418301798784	0.0	0.7411308696612698	0.5204153367501602	0.46466982333708307	0.0	0.518424794709315	-0.24950752089040484	-0.38380660014202467	0.7249268959320124	0.10314182338762394	0.5451362586970271	-0.6735877015037339	0.4858425099977021	0.8565560769917181	1.0195702567434988	-0.9756313874380422
MM909_42	-0.13310849934731425	0.11387951105401634	0.634749585753825	0.47703562631228996	0.0	0.7303030015454343	-0.6575834538364714	-0.46262068408029466	-0.45703825606184995	-0.14252702543024703	-0.1624745649453973	0.28894205027115877	0.20954095542807194	0.6958002385579587	0.23854646468134835	0.0	0.7553699786648489	0.27662437426451275	0.27965808778135043	0.0	0.4813907859151159	0.7668025550189191	0.5201467216445624	0.7843134995538599	1.8951170190598265	0.9282535559915293	2.0393660649730365	-0.41928787206949636	-1.9203339674050324
MM909_43	0.504059467391685	-0.11451302572884711	0.6783961753589615	0.3350042836554512	1.3123061549522954	0.06814619968728605	-0.09846354228150403	0.48401388905628073	-1.470250386110228	-1.0365056572862117	-1.1672306961334935	-1.325997318455848	-1.2568465296666869	-1.7148964727413905	-1.6899385070781086	-1.0711264351746828	-1.8414633117719053	-1.5693613961396056	-1.7151670321533572	-0.6471172474693869	-1.1107358055289014	-1.364592578962154	-1.4481133706684683	-1.353567213669533	-1.542150244143716	-1.3624607506359698	-0.7687285801301893	0.42384440928846934	0.6476957101133113
MM909_45	1.9947992793392886	2.4115776943557092	1.5672771080531627	2.3739188746595175	0.5529175903700222	2.812897113226489	2.105299592187523	2.3518817563306618	0.43133319660364117	1.1727646453679665	2.5549532764507257	2.192574028613267	5.183642866606075	5.99502136206715	2.8716408635077855	3.0222900977970935	0.7111970090904164	0.9892091754743187	2.79659374587158	3.755327852514367	1.0356296739481603	1.754993884435647	0.8242436111063481	2.3957700907275914	1.6087356823736798	0.6418980129569436	1.6978105914845198	1.4312501652482388	-1.9656354547864392
MM909_46	0.692225858119102	0.0	-0.3748600247365373	-1.2153767908867497	0.28160251268488495	-0.3405697800035891	0.0	1.0508831680801762	0.11301316024032824	-0.02257425117197333	0.3856694534743652	-0.09292586282804825	0.0	0.13005787622984966	1.1274010802853314	-0.347178679806445	-0.494066479876291	-0.5772004209578243	0.03516419535075314	0.46693887224173997	-0.1496665155194963	0.0	-0.5587276539706524	-0.06985185678040547	0.12797959476675524	-0.28435381914307	0.0	-1.625038990102948	1.2073208281752321
MM909_47	-1.455026325938091	-1.5771592112829227	-1.6785247949599964	-1.7346871321972166	-0.4578614669309483	-0.8679222643950573	-0.5956569278720337	-0.488525204652597	-0.37153277935598594	0.12426140015351231	-0.9773726261536809	-0.7327022641642148	0.02291459609496122	-0.13454207376444646	-0.995956458878822	-0.47372000289537425	-0.6906651094821185	0.24401292518441237	-0.4743715226628844	-0.3974770562331033	0.0	-0.479197285177658	-0.2036582845266738	-0.07491708538740549	1.0647283985094071	-0.681697644902418	-0.7682387837759206	-1.589404112498728	-0.2960700630300768
SRR6916899	-1.1833548972496817	0.6540555713462912	2.035343519842904	0.12707670319070194	-1.2981925123339704	0.16092398353183193	1.170453216003476	-1.7089766443442305	-1.9646126203524066	-1.3944948002713609	-2.5418652748852373	-2.164735923005714	-0.20786686277722863	-0.4854763913758096	-1.2650420270426697	-2.3986463672343405	-2.2831386955966675	-1.7930581703621873	-1.4776884084442181	-1.300372344359896	-1.486940585280084	-1.1119540786661386	-1.7357291981724925	-1.5791353076130439	-2.5839171543605155	-1.9046274308433504	-1.8013010555093396	1.7102674014045942	-2.319434017650712
SRR6916900	-2.238187205530313	-0.7848837692167155	-1.0393742527611638	-3.614982502223582	-1.6525390252799275	0.4373120480244645	-0.6165482344926848	-1.8915648274006416	-1.48452582498543	-1.41087281600291	-1.5968328926791338	-1.7411549754110511	-0.48229129653765884	-0.7269547886454768	-1.16128360729526	-2.0820542900040095	-1.1820248788183878	-1.715897265767241	-0.8811873818362441	0.9848773123684204	-1.0073197651010324	-0.8652062743278082	-0.7157349517534926	-0.6082113257188239	-0.22699909794864878	-1.116369465360963	-0.17610722581153535	-0.3153186899336214	-2.029044954169009
SRR6916901	-0.7620471318370068	0.6522066822101528	0.8652633065597362	-0.5071289249415093	-0.4597438073542487	0.7547875359096414	0.296295721064151	-1.2004377928796108	-1.6528955056761763	-1.3325057778517142	-1.1746180192448892	-1.4234674230856093	-0.408697772453305	-0.28325126301253634	-0.5500499615929259	-1.4953581284277282	-0.8313627377847875	-1.3068850245313426	-1.3188094247245885	-1.1430333863327693	-0.6116140801991813	-0.7443926708567749	-0.7580201723993377	-0.34487356502838323	-0.9651925113991298	-1.018504057596098	-1.6285223752603941	1.0635141954277123	-1.7852387480104281
SRR6916902	-0.4299032730783073	0.6898792444417525	1.4360755263348497	0.601346753376627	-0.9012694527981798	1.2830901908725565	0.2582198907582564	-0.6469462662986516	0.07913280606799614	-0.3166853807635649	-0.6253821808161859	-1.0589890844547691	-0.057377466861566494	-0.6154211498439743	-0.49803440690334555	-1.1104013985124856	-0.1499861219903797	-0.3288010083705747	-1.003325443059305	-1.218448911332244	-1.1142884584337969	-0.43815267593969537	-1.0405125174897245	-0.6006064539098865	-0.8206796508436144	-0.9934017216773471	-0.8060811642223638	1.0557161022148236	-0.9393031272294442
SRR6916903	-1.6806074552045518	-0.5373065059777626	-0.377573644992757	-1.3429844516502687	-0.00384475965028944	1.5244562909089576	-0.7579132030662266	-0.515048659019187	-0.31228596566766315	-0.3752553849793932	-0.3683094386837924	-0.3397214175873977	-0.09067587468438232	0.4380831634343881	-0.030906256553853793	-0.5835883340770364	-0.07519076037013588	-0.6692159920739119	-0.43082592258551883	-0.796699148592786	0.297288385292353	0.01965800794992039	0.2155698262045194	0.15100150581634966	0.28776717881311303	0.2057025894326477	0.06957874716902787	0.3221949039591076	-0.9923365046980305
SRR6916904	-0.09008664238538398	0.06134741528258318	-0.8065148755472376	-0.5640978203225436	0.07864198254607441	-1.9240190157520078	-0.38853993393604025	-1.05103928528978	-0.5142764446317051	-1.193947834894924	-0.9769317014670846	-1.5378989101805196	0.33937775346118676	-0.027420835794140393	-0.5474791746768888	-1.2111481216342386	-0.11935351604366348	-0.310927049483141	-0.7814086815542004	-0.7991536862328352	-0.9108722325153463	-0.8124600475868082	-0.7247199448843302	-0.6089596981469243	-0.43693470756244807	-1.060154931782187	-2.7016681753461	-0.4971770177493432	-0.2758173962894035
SRR6916905	-0.8459362907449336	-0.29938536293336243	-0.9829132786182813	-2.614744094919151	-2.1315549812757775	-2.280470598623231	-1.5616642230928754	-1.278813152443426	-0.3903511350082909	-0.4192250366680496	-0.9878274109604349	-0.6368751435724499	1.1661088387930072	0.0976505282825847	-0.055653972085734374	-1.4883393074304692	0.029795798322303745	-1.4634641187898956	-0.4645773510715945	-1.0920970773339373	-0.4862638867317473	-0.21245868977614835	-0.5998249076791693	-0.26623551822242225	-0.9878908133694687	-0.30269698607441053	-0.3250651366610405	-0.21035859471164156	-0.977446219799402
SRR6916906	0.5197546944237035	-0.8718612762919381	-2.3540555792601774	-1.3560651543954452	-1.0013181744763424	0.015121804350984572	-1.9940759040720795	-0.8139637281384295	-0.9477280355714802	-1.0105220343373447	-1.5462692577953714	-1.1221688196902366	-0.2713448285018164	-0.6891254050821686	-1.7918752342791628	-2.116870545387733	-1.540564650304383	-2.504883736163005	-1.3559209906216303	-1.3457594658331327	-1.3120555953090354	-1.5171561771969062	-1.884481369395431	-1.9737710002749957	-1.1975192329164197	-2.252382395440146	-0.4466266449608715	1.6996934917142772	-1.1033356090472775
SRR6916907	-0.6149733125714427	0.8152600306110658	-0.015449386852256808	-0.9052730595151525	-0.7251731098095796	-1.8556265199312638	-0.7725265111088778	-1.094394485032713	-0.9141430803300322	-1.7436499031273136	-2.061218476778631	-1.49511124502581	-0.5165070264941084	-1.033186757921698	-0.8065820955976761	-2.413233363797275	-2.109688840160244	-1.6428882827024094	-1.4014407123130028	-1.1744924288337057	-1.0302278459865275	-1.273350222932758	-1.3165155635429397	-1.7995761465085178	-1.1435247522235092	-2.0162162837415094	-1.8491924581698171	0.8452129634330472	-0.8378083198631796
SRR6916908	-0.3730894923785779	-0.1460390050074538	-0.9764176401572487	-0.1465499972753145	-1.558978392399045	-1.1731052987389206	-0.8655921167681978	-0.6563689590504652	-0.053645625528906976	-0.5649432637760603	-0.8527180621409598	-0.743933597787749	-0.35638043322852403	0.892501781751233	-0.47765418145499616	0.8789709471266798	-0.41907924324534135	-1.0113583696341697	-0.21846753160336765	0.24189869330580704	-0.30545010449539345	-0.7264507003833399	-0.4950497124957721	-0.7720076333191741	-0.5287884601277842	-1.052120742505007	-1.2103042789625524	-0.7962957589157933	-0.1993681062033324
SRR6916909	-0.48998393801480844	-0.5518632754175814	0.3270899089100377	-0.4100972136943281	-0.4168417112669887	-0.5331159882943484	-0.012098867146778845	-0.016220422403860565	0.3571294377307848	0.014698743185239088	-0.39113111328173794	-0.2653344293593102	-0.1592127157405451	0.027420835794140393	-0.7814255402667343	0.40093384819815897	-0.02600870261859906	-1.0117976814611662	-0.16267065019234225	-0.1396503300775179	-0.5152543543254616	-0.2351770884326961	-0.5827861103773727	-0.5698197444787532	-0.7352879203049264	-0.42135469358378164	0.030086508479653908	-1.2079697961465627	-0.11394994176489757
SRR6916910	-0.5761648384489761	-0.8035263176048498	-0.024785208900647115	0.49843798365221326	0.04164025455076448	-0.6056242156719205	-0.5800209811934165	-0.12618945603662982	-0.027123915511311995	-0.21670201746377185	-0.6490137321597286	-0.37293074518151426	-0.33724092944428413	-0.08679737056225284	-0.7267626329263148	0.14859640284652423	-0.31285288712191817	-0.9564569073042617	-0.33913970950374706	-0.34858994955436184	-0.43761693948786246	-0.35526143218817013	-0.6163821368265608	-0.7497162927814834	-0.9261182435494004	-0.25583541557233286	0.09691700253043412	-1.1487626980514505	-0.092368324722698
SRR6916911	-0.6585184382678516	-0.8280857638269656	-0.2985365180756794	-0.30384582708616253	-0.4779645650007185	-1.0492303793960023	-0.5095953082945577	-0.3392667235116136	-0.035042642554531836	-0.446075816279032	-0.7601389934607531	-0.929346508384081	-0.06420961803205084	-0.10632509546164808	-0.804678352715838	-0.027433022319441565	-0.5430621211516115	-1.3455888616972902	-0.516703636715463	-0.2258831002246477	-0.9463455178473569	-0.6663486622655732	-0.944148592656585	-1.129567824242992	-1.2540737457893363	-1.0170312710071894	-0.46946395478980457	-1.4389544787983348	-0.04156499199136691
SRR6916912	-1.8418635381238933	-0.22368584777878733	1.1971046021379548	-0.580928304892367	1.2686747163204644	-0.4425425694297304	-1.1779046968945357	0.016220422403860565	1.8275175040678862	1.1750815267010053	0.7195518734083425	1.335014024713185	1.4557566158433617	0.8505561190592515	1.2428234196495138	1.1580113993420507	1.381377773930683	0.8069376063531185	1.7948378117901753	0.37316479493711463	1.1338512200579136	1.699972870105113	0.9726028628198394	1.100317084647021	1.7496083133384812	1.002103296569738	1.6893896085657503	-1.3582692885601935	-0.09736230972995075
SRR6916913	-0.8240957003063787	-0.7612993207480656	0.3076975424681157	0.6549957356279463	0.00384475965028944	-0.7341483458303174	-1.153336901153582	-0.6482427348169493	-0.38529208093051603	-0.7405463197463292	-1.0409650406625295	-0.7009596529533708	-1.0578326716553885	-0.3648513864393555	-0.7469537931392125	-0.10316544408100026	-0.5948980504301853	-1.336841491823199	-0.6196321708560191	-0.45464295140403405	-0.7143394541789967	-0.5840643653846865	-0.9894998776954291	-1.0472875729057842	-1.1122686867449965	-0.8798424488148537	-0.015512978506945682	-0.9873051377278106	0.04747173763223001
SRR6916914	-0.6668957016298895	-0.4352525525277836	-0.7363520216660911	-0.41908218333366604	-0.033658268185843505	-0.5662316528157623	-1.2360541377140501	-1.4550239654462787	1.3596746426363997	0.9130067230943569	0.054122019532444866	0.8736173626408343	0.777268168436651	-0.361926669857742	1.2626500338051572	0.374989869830751	0.9683430390392529	0.5896261960041731	0.9110008030855595	0.9198837351227072	1.5927057637162	1.1195851919381363	1.2584498234051527	0.9466033456277149	1.4895914219886566	0.8365453070218865	1.260226700632278	-0.5168301156061421	0.8482782280487996
SRR6916915	-2.2153202923822874	-1.576366714658474	-0.08039871672908834	0.6661440047478758	0.18564243800066138	-1.325733799036299	-3.328417238484012	-1.2675948987388657	-1.6721227762022182	-2.0415156556436265	-1.137629665038702	-1.7888611103715892	-1.1831054374155863	-1.596764146064041	-1.9941452672945466	-1.0239900425684543	-2.28088058595197	-1.878740891271715	-1.5716889428883336	-1.184341480346882	-1.686732334888766	-1.7169727869460014	-2.1427703299270617	-2.1829801200107646	-0.9270936862049322	-2.277782512977394	-0.7062803254093799	-1.3127311830427608	0.808475918174501
SRR6916916	-1.8543797011883856	-0.38270191473232906	0.31820108599143276	-0.5900699403747685	-0.406739411121976	-0.9187012014985393	0.11524233089756107	0.19110209880362033	-0.32437134002781337	-0.01467817451690449	0.1784176793337974	0.6796381880452312	0.6917491941946269	0.5012505811015461	0.8803756204421584	-0.3335273717321407	0.5233149345014604	-0.1996674566361387	0.48129017541579167	1.378260835546718	0.45301094962298544	0.9766891980923847	0.6020546075531801	0.9931749204183182	1.5025135337381288	0.30861383257276287	1.4528069196193616	-0.42874676862713473	-0.3129140715316042
SRR6916917	-2.118865393598551	-0.6479037148487475	-1.2630399062931834	-1.6618795314886137	-0.4431514944472013	-0.35775145518524387	-1.4850109097088566	0.42317495141986533	-1.1808798728971694	-0.5554638582056483	-0.6823854036481753	-0.10691401310579944	0.7075252819710219	0.7219693165940434	1.3754006950064723	-0.12424009392125629	-0.38421628499937815	-1.0479811559579382	-0.29073307675935756	0.6044816441744879	0.5733941851449369	0.22263202300534243	0.5095529883115506	0.5469103548213738	0.18470249334394037	0.1867834950674585	-0.394936645948658	0.8600260130859292	0.036652215173647223
SRR6916918	0.754000633912464	-0.8465543544939959	-0.6462818883707234	-2.126940157981296	-0.7070139897314562	1.3023666067672806	-2.334659198867666	0.5037977263179302	-2.2350942071962443	-1.739268905909784	-1.4087405751673245	-1.34895801253438	-1.674287838786597	-1.4235290652421295	-1.7994626468844923	-1.538418254380938	-3.341241670547269	-2.252918007048353	-1.5427207290626863	-1.048561381824248	-1.5403808221405353	-1.7173408911006367	-1.5217340257251624	-1.852125592085586	-1.3675517764675698	-2.135270948953994	-0.6954310324570905	0.10479523200842263	1.0926067383337046
SRR6916919	1.5921735642389785	-0.19551644142594216	1.8347979091635405	-0.6884933613795194	1.8888461170983133	-0.13316745844070876	-1.2766347506112892	1.5533174164715755	1.462317556584486	0.659267992754159	1.0042033334840261	0.6496017657700002	0.3927326587464502	-0.8321997736031567	-0.2901022796938943	0.492117525674845	0.8955247916111418	0.03155029042107946	0.14525811111145953	-0.8955201563120417	0.08955178054609844	0.2391063146640442	-0.18323964356377548	-0.3817292031463805	0.0001771851977045621	0.2603468487266248	1.1777527751368078	-0.4353723859318637	1.3669086798384757
SRR6916920	1.4108022018451296	-0.5628962615106876	-0.3605207546848146	-0.2756557885333362	-0.3975691754721342	0.8863147430926265	-3.300567085511909	-1.4302543498567706	-2.2591172705077334	-1.0822175426665785	-2.6426860153413654	-1.9659368917560451	-1.951939896897931	-2.854444398478509	-1.0403606438719752	-1.2289779221614492	-4.581796956396987	-2.6271987293987444	-1.0690633516476813	-1.1234828365202343	-1.9884380518364257	-1.753718407143559	-1.99982487219522	-2.4380962138981674	-2.5182361472121277	-2.4130768309874115	-1.7163433977860838	3.487575335038413	2.39459788529412
SRR6916921	0.038801942246089564	-1.343498085906579	-2.8225107440247523	-1.8086745219411176	0.4596952852825585	-1.6744725161829024	0.004796480701006867	2.3165868464841815	0.027123915511311995	0.3917703400961079	1.200145573852147	-0.0025656542808730138	1.223294115320164	1.327012406429042	0.4273957729236945	0.22200684894277173	0.02600870261859906	0.3050497910968158	0.43259105523428876	1.2494289941844394	0.004786713061328523	-0.01965800794992039	-0.0725270132970593	0.005590744426830485	0.46548095059045375	-0.7694217292748904	-0.8510929070927297	-0.3959747570096348	2.096171965973284
